bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,label
0.9875603318214417,0.0065404260531067,0.0031908373348414,0.0015737706562504,0.0006473764078691,0.0001044598902808,5.154270911589265e-05,5.291718116495758e-05,6.666190165560693e-05,8.040662214625627e-05,7.215978985186666e-05,5.910230538574979e-05,0.0
0.9878359436988832,0.005495139863342,0.0037351283244788,0.0012933783000335,0.0006336316582746,0.0004089054709766,0.0002460305113345,0.0001346982753602,0.0001175173747469,6.94108457537368e-05,2.4740500521147624e-05,5.497888651007088e-06,0.0
0.9732788801193236,0.0046182265505194,0.0026795335579663,0.0019895485602319,0.0029839791823178,0.0031241753604263,0.003399756969884,0.0037447495851665,0.0024005156010389,0.0015469684731215,0.000205483593163,2.817668064380996e-05,0.0
0.971071481704712,0.0056112827733159,0.0060490523464977,0.0081155709922313,0.0048532611690461,0.0024218200705945,0.0011724247597157,0.000431584281614,9.002792648971081e-05,7.490873394999653e-05,7.009808177826926e-05,3.8485221011796966e-05,0.0
0.9730067253112792,0.0057995854876935,0.0048278337344527,0.0057748449034988,0.0057975235395133,0.0025592672172933,0.0007463383954018,0.0008851601160131,0.0002604624896775,0.000183492040378,9.6213050710503e-05,6.253848550841212e-05,0.0
0.9882833361625672,0.0038966287393122,0.0023572198115289,0.0024726754054427,0.0017723819473758,0.0006865488830953,0.0002879519306588,0.0001553153560962,2.748944461927749e-05,2.6802208594745025e-05,2.267879062856082e-05,1.0995777302014176e-05,0.0
0.9899306297302246,0.0050711152143776,0.0023530963808298,0.0016349346842616,0.0005545995081774,0.0001498174678999,4.260863715899177e-05,4.123416510992684e-05,4.329587318352424e-05,5.9789541410282254e-05,0.0001099577784771,8.934069228416774e-06,0.0
0.9934471845626832,0.0045659965835511,0.0013607274740934,0.0004123416729271,0.000173183492734,2.0617082554963417e-05,1.1683013326546645e-05,4.123416601942154e-06,0.0,1.374472162751772e-06,6.87236081375886e-07,2.061708300971077e-06,0.0
0.9946162104606628,0.0028863917104899,0.0009023409802466,0.0005195504636503,0.000334683980327,0.0004219629627186,9.827476606005804e-05,4.19214011344593e-05,4.123416510992684e-05,3.1612860766472295e-05,4.329587318352424e-05,6.253848550841212e-05,0.0
0.9939990639686584,0.0025998142082244,0.0018844014266505,0.0010714010568335,0.0003821032587438,4.948100104229525e-05,4.123416601942154e-06,2.748944325503544e-06,2.748944325503544e-06,0.0,2.748944325503544e-06,1.374472162751772e-06,0.0
0.9676648378372192,0.0101951472461223,0.0049927704967558,0.0031887756194919,0.0030932496301829,0.0027159571181982,0.0023805857636034,0.0022245831787586,0.0016363091999664,0.0008817239431664,0.0006130146211944,0.0004130289016757,0.0
0.9752705097198486,0.0113820042461156,0.0084042102098464,0.0021544850897043,0.0014748086687177,0.000634318916127,0.0002824540424626,7.628320599906147e-05,0.0001972367608686,7.35342619009316e-05,4.260863715899177e-05,7.55959717935184e-06,0.0
0.9711614847183228,0.0106239831075072,0.0079588815569877,0.0061755036003887,0.0026898421347141,0.0007367170765064,0.0001917388726724,0.0001505047112004,0.0001401961635565,0.0001065215983544,4.810652535525151e-05,1.6493666407768615e-05,0.0
0.965522050857544,0.0096783461049199,0.0068379989825189,0.0050704278983175,0.0054188566282391,0.0033908230252563,0.0027008377946913,0.0010061135981231,0.0002336602774448,7.697044202359393e-05,3.3674568840069696e-05,3.023838871740736e-05,0.0
0.9696475267410278,0.008841292001307,0.0129523389041423,0.0048381420783698,0.002157234121114,0.0008576706750318,0.000205483593163,7.284702587639913e-05,0.0002831412712112,3.8485221011796966e-05,4.329587318352424e-05,6.253848550841212e-05,0.0
0.9757192730903624,0.0129509642720222,0.0040004011243581,0.0040759975090622,0.0022527598775923,0.0002350347494939,0.0002735199814196,0.0002515283995307,0.000129200387164,4.054692908539437e-05,3.3674568840069696e-05,3.711074896273203e-05,0.0
0.9785658121109008,0.0134980045258998,0.0028664618730545,0.0016266878228634,0.0014768703840672,0.0009758752421475,0.0002927625901065,0.0002020474203163,0.0001450068230042,0.0001168301387224,0.0001525664119981,8.109385817078874e-05,0.0
0.9494771361351012,0.0348655506968498,0.0074173393659293,0.0037385644391179,0.0023104876745492,0.0013517934130504,0.0002425943384878,0.0001848665124271,0.0001986112329177,0.0001560025993967,4.19214011344593e-05,1.511919435870368e-05,0.0
0.9487981796264648,0.0305022876709699,0.0076626823283731,0.0039110607467591,0.003826530650258,0.0033406547736376,0.0008226216305047,0.0001601260155439,0.0002185410849051,0.0003188775444868,0.0003120051987934,0.0001264514430658,0.0
0.9791650772094728,0.016314985230565,0.0021482999436557,0.0004377693985588,0.0001896771573228,0.0002281623892486,0.0002116687246598,0.0001841792691266,0.0001958622888196,0.0003298733208794,0.0004576992359943,0.0001367599907098,0.0
0.9578167796134948,0.0088790906593203,0.0056380848400294,0.0056903148069977,0.0121860709041357,0.0050546214915812,0.0012665761169046,0.0007593958871439,0.0009174601873382,0.001224654726684,0.0004645716107916,0.0001023981822072,0.0
0.982344925403595,0.002852716948837,0.0017737563466653,0.0030080324504524,0.0042051975615322,0.0033667697571218,0.0004693822702392,0.0003140668850392,0.0005539123085327,0.0002096070093102,0.0004350204544607,0.0004666333261411,0.0
0.9639950394630432,0.026552053168416,0.005532250739634,0.0014486936852335,0.0006762403063476,0.0005573484813794,0.0002961987629532,0.0001896771573228,0.0002384709223406,0.0002137304254574,0.0002096070093102,9.071516251424327e-05,0.0
0.9630672335624696,0.0236347373574972,0.0075953332707285,0.0029290001839399,0.0012899421853944,0.0008885962888598,0.0003965352370869,0.000108583306428,6.734913768013939e-05,1.7180902432301082e-05,4.123416601942154e-06,1.374472162751772e-06,0.0
0.9693032503128052,0.0077396528795361,0.0037433749530464,0.0034348061308264,0.0047756037674844,0.0047261225990951,0.0034519869368523,0.0011105735320597,0.000769704405684,0.0002879519306588,0.0002693965507205,0.0003876011469401,0.0
0.9643798470497132,0.0148229952901601,0.0103958202525973,0.0067706499248743,0.0009758752421475,0.0009662539814598,0.0007264085579663,0.0006384423468261,0.0001209535548696,1.1683013326546645e-05,4.123416510992684e-05,0.0001498174678999,0.0
0.9647688269615172,0.015108885243535,0.0051996284164488,0.0087368329986929,0.0032224501483142,0.0007353426190093,0.0004707567277364,0.0005800272920168,0.0007181617547757,0.0002315985620953,0.0001862409844761,4.123416510992684e-05,0.0
0.9374834895133972,0.0270021930336952,0.009030282497406,0.0120706148445606,0.0067857694812119,0.0031282987911254,0.0016878518508747,0.0010040519991889,0.0005222994368523,0.001029479666613,0.0001745579647831,8.109385817078874e-05,0.0
0.9092305302619934,0.0368977077305316,0.0159266963601112,0.0158895850181579,0.0103717669844627,0.0052827838808298,0.0017407690174877,0.0015098577132448,0.0013902786886319,0.0009724390693008,0.0005559740238822,0.0002315985620953,0.0
0.8646172285079956,0.073976844549179,0.0349748209118843,0.0154257016256451,0.0059906370006501,0.002810108475387,0.0010342902969568,0.0005367313860915,0.0002199155569542,0.0002247262018499,0.000129200387164,5.9789541410282254e-05,0.0
0.9036481380462646,0.0619536489248275,0.0216843616217374,0.0086674215272068,0.0026767845265567,0.0010975160403177,0.0001786813809303,7.5595969974529e-05,1.511919435870368e-05,6.87236081375886e-07,6.87236081375886e-07,1.374472162751772e-06,0.0
0.914107859134674,0.0503723435103893,0.0180530045181512,0.0051528965122997,0.0031564754899591,0.0031695328652858,0.0030025346204638,0.0023008664138615,0.0005497888778336,0.0001030854182317,2.8863916668342423e-05,2.748944325503544e-06,0.0
0.9039388298988342,0.0547974593937397,0.0262077488005161,0.0103772655129432,0.0026362377684563,0.001091330894269,0.0003573627618607,0.0002845157578121,0.000151191939949,0.0001182046107714,3.3674568840069696e-05,6.185125130286906e-06,0.0
0.9651832580566406,0.0314967185258865,0.0021428021136671,0.0007291575311683,0.0002233517298009,9.6213050710503e-05,4.535758125712164e-05,1.992984653043095e-05,2.1304318579495884e-05,1.1683013326546645e-05,1.6493666407768615e-05,1.3744722309638746e-05,0.0
0.9229656457901,0.0556152686476707,0.0174544230103492,0.0031317349057644,0.0005539123085327,0.0001999857049668,5.497888923855498e-05,1.2370250260573812e-05,4.123416601942154e-06,2.748944325503544e-06,2.748944325503544e-06,2.061708300971077e-06,0.0
0.9859679937362672,0.0129468413069844,0.0006157635361887,0.0001793686242308,0.0001003364741336,5.841506936121732e-05,5.360441718949005e-05,3.3674568840069696e-05,1.8555374481366016e-05,9.621305252949242e-06,7.55959717935184e-06,8.246833203884307e-06,0.0
0.9818748235702516,0.0140986489132046,0.0028266021981835,0.0005381058435887,5.566612526308745e-05,5.497888923855498e-05,6.528742960654199e-05,8.659174636704847e-05,0.0001999857049668,0.0001491302391514,2.4053262677625756e-05,2.611497257021256e-05,0.0
0.926091194152832,0.0392514914274215,0.0160985048860311,0.0090089784935116,0.005053246859461,0.0032595607917755,0.0008425514679402,0.0002831412712112,7.903215009719133e-05,1.3744722309638746e-05,8.934069228416774e-06,9.621305252949242e-06,0.0
